Test subject,Telephone,Carrying location,Date,Trial,Floor height,Speed,Pause,Measured # steps,Floors healthdb_secure.sqlite,Floors cache_encryptedC.db,Measured number of floors
7,11 (13.5.1),Trouser back R,20211007,4,3,R,No,24,1,1,1
7,11 (13.5.1),Trouser back R,20211007,5,3,R,Yes,24,3,1,1
7,11 (13.5.1),Trouser back R,20211007,6,3,R,No,75,0,0,-3
7,11 (13.5.1),Trouser back R,20211007,7,3,W,Yes,80,1,3,3
7,11 (13.5.1),Trouser back R,20211007,8,3,W,No,24,0,-1,-1
7,11 (13.5.1),Trouser back R,20211007,9,3,W,Yes,24,0,-1,-1
7,11 (13.5.1),Trouser back R,20211007,10,3,W,No,25,0,-1,-1
7,11 (13.5.1),Trouser back R,20211007,11,3,R,Yes,73,3,3,3
7,11 (13.5.1),Trouser back R,20211007,12,3,R,Yes,73,0,0,-3
7,11 (13.5.1),Trouser back R,20211007,13,3,W,Yes,51,2,2,2
7,11 (13.5.1),Trouser back R,20211007,14,3,R,No,21,1,1,1
7,11 (13.5.1),Trouser back R,20211007,15,3,W,Yes,71,1,-3,-3
7,11 (13.5.1),Trouser back R,20211007,16,3,R,No,71,2,3,3
7,11 (13.5.1),Trouser back R,20211007,17,3,R,Yes,24,0,-1,-1
7,11 (13.5.1),Trouser back R,20211007,18,3,W,No,50,0,-2,-2
7,11 (13.5.1),Trouser back R,20211007,19,3,R,No,39,2,2,2
7,11 (13.5.1),Trouser back R,20211007,20,3,R,Yes,56,0,-2,-2
7,11 (13.5.1),Trouser back R,20211007,21,3,W,No,47,2,2,2
7,11 (13.5.1),Trouser back R,20211007,22,3,W,Yes,48,0,-2,-2
7,11 (13.5.1),Trouser back R,20211007,23,3,W,No,24,1,1,1
7,11 (13.5.1),Trouser back R,20211007,24,3,R,Yes,23,0,-1,-1
7,11 (13.5.1),Trouser back R,20211007,25,3,W,No,71,3,3,3
7,11 (13.5.1),Trouser back R,20211007,26,3,W,No,71,0,-3,-3
7,11 (13.5.1),Trouser back R,20211007,27,3,R,Yes,23,1,1,1
7,11 (13.5.1),Trouser back R,20211007,28,3,R,No,23,0,0,-1
7,11 (13.5.1),Trouser back R,20211007,29,3,R,Yes,49,2,2,2
7,6+ (11.4.1),Jacket pocket,20211007,2,3,R,No,74,0,0,-2
7,6+ (11.4.1),Jacket pocket,20211007,3,3,W,Yes,,1,1,1
7,6+ (11.4.1),Jacket pocket,20211007,4,3,R,No,24,1,1,1
7,6+ (11.4.1),Jacket pocket,20211007,5,3,R,Yes,24,1,1,1
7,6+ (11.4.1),Jacket pocket,20211007,6,3,R,No,75,0,-2,-3
7,6+ (11.4.1),Jacket pocket,20211007,7,3,W,Yes,80,3,3,3
7,6+ (11.4.1),Jacket pocket,20211007,8,3,W,No,24,0,-1,-1
7,6+ (11.4.1),Jacket pocket,20211007,9,3,W,Yes,24,0,-1,-1
7,6+ (11.4.1),Jacket pocket,20211007,10,3,W,No,25,0,-1,-1
7,6+ (11.4.1),Jacket pocket,20211007,11,3,R,Yes,73,3,3,3
7,6+ (11.4.1),Jacket pocket,20211007,12,3,R,Yes,73,0,-3,-3
7,6+ (11.4.1),Jacket pocket,20211007,13,3,W,Yes,51,2,2,2
7,6+ (11.4.1),Jacket pocket,20211007,14,3,R,No,21,0,0,1
7,6+ (11.4.1),Jacket pocket,20211007,15,3,W,Yes,71,1,-3,-3
7,6+ (11.4.1),Jacket pocket,20211007,16,3,R,No,71,2,2,3
7,6+ (11.4.1),Jacket pocket,20211007,17,3,R,Yes,24,1,0,-1
7,6+ (11.4.1),Jacket pocket,20211007,18,3,W,No,50,0,-2,-2
7,6+ (11.4.1),Jacket pocket,20211007,19,3,R,No,39,1,1,2
7,6+ (11.4.1),Jacket pocket,20211007,20,3,R,Yes,56,0,-2,-2
7,6+ (11.4.1),Jacket pocket,20211007,21,3,W,No,47,1,1,2
7,6+ (11.4.1),Jacket pocket,20211007,22,3,W,Yes,48,1,-2,-2
7,6+ (11.4.1),Jacket pocket,20211007,23,3,W,No,24,1,1,1
7,6+ (11.4.1),Jacket pocket,20211007,24,3,R,Yes,23,0,-1,-1
7,6+ (11.4.1),Jacket pocket,20211007,25,3,W,No,71,3,3,3
7,6+ (11.4.1),Jacket pocket,20211007,26,3,W,No,71,0,-2,-3
7,6+ (11.4.1),Jacket pocket,20211007,27,3,R,Yes,23,1,1,1
7,6+ (11.4.1),Jacket pocket,20211007,28,3,R,No,23,0,0,-1
7,6+ (11.4.1),Jacket pocket,20211007,29,3,R,Yes,49,2,2,2
7,8 (12.4.1),Trouser back L,20211007,2,3,R,No,74,0,0,-2
7,8 (12.4.1),Trouser back L,20211007,3,3,W,Yes,,6,1,1
7,8 (12.4.1),Trouser back L,20211007,4,3,R,No,24,0,0,1
7,8 (12.4.1),Trouser back L,20211007,5,3,R,Yes,24,0,2,1
7,8 (12.4.1),Trouser back L,20211007,6,3,R,No,75,0,0,-3
7,8 (12.4.1),Trouser back L,20211007,7,3,W,Yes,80,0,3,3
7,8 (12.4.1),Trouser back L,20211007,8,3,W,No,24,0,-1,-1
7,8 (12.4.1),Trouser back L,20211007,9,3,W,Yes,24,0,-1,-1
7,8 (12.4.1),Trouser back L,20211007,10,3,W,No,25,0,-1,-1
7,8 (12.4.1),Trouser back L,20211007,11,3,R,Yes,73,5,3,3
7,8 (12.4.1),Trouser back L,20211007,12,3,R,Yes,73,0,0,-3
7,8 (12.4.1),Trouser back L,20211007,13,3,W,Yes,51,0,2,2
7,8 (12.4.1),Trouser back L,20211007,14,3,R,No,21,0,0,1
7,8 (12.4.1),Trouser back L,20211007,15,3,W,Yes,71,0,-3,-3
7,8 (12.4.1),Trouser back L,20211007,16,3,R,No,71,0,0,3
7,8 (12.4.1),Trouser back L,20211007,17,3,R,Yes,24,0,0,-1
7,8 (12.4.1),Trouser back L,20211007,18,3,W,No,50,0,-2,-2
7,8 (12.4.1),Trouser back L,20211007,19,3,R,No,39,9,2,2
7,8 (12.4.1),Trouser back L,20211007,20,3,R,Yes,56,0,-1,-2
7,8 (12.4.1),Trouser back L,20211007,21,3,W,No,47,0,2,2
7,8 (12.4.1),Trouser back L,20211007,22,3,W,Yes,48,0,-2,-2
7,8 (12.4.1),Trouser back L,20211007,23,3,W,No,24,0,0,1
7,8 (12.4.1),Trouser back L,20211007,24,3,R,Yes,23,0,0,-1
7,8 (12.4.1),Trouser back L,20211007,25,3,W,No,71,0,3,3
7,8 (12.4.1),Trouser back L,20211007,26,3,W,No,71,0,-2,-3
7,8 (12.4.1),Trouser back L,20211007,27,3,R,Yes,23,0,1,1
7,8 (12.4.1),Trouser back L,20211007,28,3,R,No,23,0,0,-1
7,8 (12.4.1),Trouser back L,20211007,29,3,R,Yes,49,2,2,2
7,8 (13.6),Backpack,20211007,2,3,R,No,74,0,-2,-2
7,8 (13.6),Backpack,20211007,3,3,W,Yes,,0,0,1
7,8 (13.6),Backpack,20211007,4,3,R,No,24,0,0,1
7,8 (13.6),Backpack,20211007,5,3,R,Yes,24,0,0,1
7,8 (13.6),Backpack,20211007,6,3,R,No,75,0,-1,-3
7,8 (13.6),Backpack,20211007,7,3,W,Yes,80,3,3,3
7,8 (13.6),Backpack,20211007,8,3,W,No,24,0,-1,-1
7,8 (13.6),Backpack,20211007,9,3,W,Yes,24,0,-1,-1
7,8 (13.6),Backpack,20211007,10,3,W,No,25,0,-1,-1
7,8 (13.6),Backpack,20211007,11,3,R,Yes,73,3,3,3
7,8 (13.6),Backpack,20211007,12,3,R,Yes,73,0,-3,-3
7,8 (13.6),Backpack,20211007,13,3,W,Yes,51,2,2,2
7,8 (13.6),Backpack,20211007,14,3,R,No,21,1,1,1
7,8 (13.6),Backpack,20211007,15,3,W,Yes,71,1,-3,-3
7,8 (13.6),Backpack,20211007,16,3,R,No,71,2,3,3
7,8 (13.6),Backpack,20211007,17,3,R,Yes,24,0,0,-1
7,8 (13.6),Backpack,20211007,18,3,W,No,50,0,-2,-2
7,8 (13.6),Backpack,20211007,19,3,R,No,39,2,2,2
7,8 (13.6),Backpack,20211007,20,3,R,Yes,56,0,0,-2
7,8 (13.6),Backpack,20211007,21,3,W,No,47,2,2,2
7,8 (13.6),Backpack,20211007,22,3,W,Yes,48,0,-2,-2
7,8 (13.6),Backpack,20211007,23,3,W,No,24,1,1,1
7,8 (13.6),Backpack,20211007,24,3,R,Yes,23,0,-1,-1
7,8 (13.6),Backpack,20211007,25,3,W,No,71,3,3,3
7,8 (13.6),Backpack,20211007,26,3,W,No,71,0,-3,-3
7,8 (13.6),Backpack,20211007,27,3,R,Yes,23,2,1,1
7,8 (13.6),Backpack,20211007,28,3,R,No,23,0,0,-1
7,8 (13.6),Backpack,20211007,29,3,R,Yes,49,1,2,2
5,11 (13.1.1),Jacket pocket,20211011,2,2,R,No,21,0,0,1
5,11 (13.1.1),Jacket pocket,20211011,3,2,R,No,20,0,0,-1
5,11 (13.1.1),Jacket pocket,20211011,4,2,W,Yes,63,0,-3,-3
5,11 (13.1.1),Jacket pocket,20211011,5,2,R,Yes,61,2,2,3
5,11 (13.1.1),Jacket pocket,20211011,6,2,R,Yes,43,0,0,-2
5,11 (13.1.1),Jacket pocket,20211011,7,2,W,No,36,2,1,2
5,11 (13.1.1),Jacket pocket,20211011,8,2,W,Yes,21,0,1,1
5,11 (13.1.1),Jacket pocket,20211011,9,2,R,No,66,0,-2,-3
5,11 (13.1.1),Jacket pocket,20211011,10,2,W,No,62,2,2,3
5,11 (13.1.1),Jacket pocket,20211011,11,2,R,Yes,62,0,-2,-3
5,11 (13.1.1),Jacket pocket,20211011,12,2,W,Yes,22,0,-1,-1
5,11 (13.1.1),Jacket pocket,20211011,13,2,R,No,46,1,0,2
5,11 (13.1.1),Jacket pocket,20211011,14,2,R,Yes,23,0,0,-1
5,11 (13.1.1),Jacket pocket,20211011,15,2,R,No,73,3,2,3
5,11 (13.1.1),Jacket pocket,20211011,16,2,W,No,20,0,0,-1
5,11 (13.1.1),Jacket pocket,20211011,17,2,W,No,40,0,-2,-2
5,11 (13.1.1),Jacket pocket,20211011,18,2,R,Yes,38,0,1,2
5,11 (13.1.1),Jacket pocket,20211011,19,2,R,Yes,23,0,0,1
5,11 (13.1.1),Jacket pocket,20211011,20,2,W,Yes,46,0,-2,-2
5,11 (13.1.1),Jacket pocket,20211011,21,2,R,No,42,0,0,-2
5,11 (13.1.1),Jacket pocket,20211011,22,2,W,Yes,21,0,0,1
5,11 (13.1.1),Jacket pocket,20211011,23,2,W,No,41,1,1,2
5,11 (13.1.1),Jacket pocket,20211011,24,2,W,No,59,0,-2,-3
5,11 (13.1.1),Jacket pocket,20211011,25,2,W,Yes,58,2,2,3
5,11 (13.1.1),Jacket pocket,20211011,26,3,WL,Yes,64,0,0,1
5,11 (13.1.1),Jacket pocket,20211011,27,3,WL,Yes,77,0,0,-3
5,11 (13.1.1),Jacket pocket,20211011,28,3,WL,Yes,59,0,0,3
5,11 (13.1.1),Jacket pocket,20211011,29,3,WL,Yes,58,0,0,-2
5,11 (13.1.1),Jacket pocket,20211011,31,3,RTW,Yes,54,0,-1,-1
5,11 (13.1.1),Jacket pocket,20211011,32,3,RTW,Yes,49,1,1,1
5,11 (13.1.1),Jacket pocket,20211011,33,3,RT,Yes,39,0,0,-1
5,11 (13.1.1),Jacket pocket,20211011,34,3,RT,Yes,39,0,0,1
5,11 (13.1.1),Jacket pocket,20211011,35,3,W,Yes,139,1,1,1
5,11 (13.5.1),Trouser back L,20211011,2,2,R,No,21,0,0,1
5,11 (13.5.1),Trouser back L,20211011,3,2,R,No,20,0,0,-1
5,11 (13.5.1),Trouser back L,20211011,4,2,W,Yes,63,0,-3,-3
5,11 (13.5.1),Trouser back L,20211011,5,2,R,Yes,61,2,2,3
5,11 (13.5.1),Trouser back L,20211011,6,2,R,Yes,43,0,-1,-2
5,11 (13.5.1),Trouser back L,20211011,7,2,W,No,36,1,1,2
5,11 (13.5.1),Trouser back L,20211011,8,2,W,Yes,21,1,1,1
5,11 (13.5.1),Trouser back L,20211011,9,2,R,No,66,0,-2,-3
5,11 (13.5.1),Trouser back L,20211011,10,2,W,No,62,2,2,3
5,11 (13.5.1),Trouser back L,20211011,11,2,R,Yes,62,0,-2,-3
5,11 (13.5.1),Trouser back L,20211011,12,2,W,Yes,22,0,-1,-1
5,11 (13.5.1),Trouser back L,20211011,13,2,R,No,46,1,1,2
5,11 (13.5.1),Trouser back L,20211011,14,2,R,Yes,23,0,0,-1
5,11 (13.5.1),Trouser back L,20211011,15,2,R,No,73,2,2,3
5,11 (13.5.1),Trouser back L,20211011,16,2,W,No,20,0,0,-1
5,11 (13.5.1),Trouser back L,20211011,17,2,W,No,40,0,-2,-2
5,11 (13.5.1),Trouser back L,20211011,18,2,R,Yes,38,1,1,2
5,11 (13.5.1),Trouser back L,20211011,19,2,R,Yes,23,0,0,1
5,11 (13.5.1),Trouser back L,20211011,20,2,W,Yes,46,0,-1,-2
5,11 (13.5.1),Trouser back L,20211011,21,2,R,No,42,0,-1,-2
5,11 (13.5.1),Trouser back L,20211011,22,2,W,Yes,21,4,1,1
5,11 (13.5.1),Trouser back L,20211011,23,2,W,No,41,0,1,2
5,11 (13.5.1),Trouser back L,20211011,24,2,W,No,59,0,-2,-3
5,11 (13.5.1),Trouser back L,20211011,25,2,W,Yes,58,0,2,3
5,11 (13.5.1),Trouser back L,20211011,26,3,WL,Yes,64,0,0,1
5,11 (13.5.1),Trouser back L,20211011,27,3,WL,Yes,77,0,0,-3
5,11 (13.5.1),Trouser back L,20211011,28,3,WL,Yes,59,0,0,3
5,11 (13.5.1),Trouser back L,20211011,29,3,WL,Yes,58,0,0,-2
5,11 (13.5.1),Trouser back L,20211011,31,3,RTW,Yes,54,0,-1,-1
5,11 (13.5.1),Trouser back L,20211011,32,3,RTW,Yes,49,1,1,1
5,11 (13.5.1),Trouser back L,20211011,33,3,RT�,Yes,39,0,0,-1
5,11 (13.5.1),Trouser back L,20211011,34,3,RT,Yes,39,0,0,1
5,11 (13.5.1),Trouser back L,20211011,35,3,W,Yes,139,1,1,1
5,6+ (11.4.1),Backpack,20211011,2,2,R,No,21,0,0,1
5,6+ (11.4.1),Backpack,20211011,3,2,R,No,20,0,0,-1
5,6+ (11.4.1),Backpack,20211011,4,2,W,Yes,63,0,-3,-3
5,6+ (11.4.1),Backpack,20211011,5,2,R,Yes,61,2,2,3
5,6+ (11.4.1),Backpack,20211011,6,2,R,Yes,43,0,0,-2
5,6+ (11.4.1),Backpack,20211011,7,2,W,No,36,1,1,2
5,6+ (11.4.1),Backpack,20211011,8,2,W,Yes,21,1,1,1
5,6+ (11.4.1),Backpack,20211011,9,2,R,No,66,0,-2,-3
5,6+ (11.4.1),Backpack,20211011,10,2,W,No,62,1,1,3
5,6+ (11.4.1),Backpack,20211011,11,2,R,Yes,62,1,-2,-3
5,6+ (11.4.1),Backpack,20211011,12,2,W,Yes,22,0,-1,-1
5,6+ (11.4.1),Backpack,20211011,13,2,R,No,46,1,1,2
5,6+ (11.4.1),Backpack,20211011,14,2,R,Yes,23,0,0,-1
5,6+ (11.4.1),Backpack,20211011,15,2,R,No,73,2,2,3
5,6+ (11.4.1),Backpack,20211011,16,2,W,No,20,0,0,-1
5,6+ (11.4.1),Backpack,20211011,17,2,W,No,40,0,-1,-2
5,6+ (11.4.1),Backpack,20211011,18,2,R,Yes,38,1,1,2
5,6+ (11.4.1),Backpack,20211011,19,2,R,Yes,23,1,1,1
5,6+ (11.4.1),Backpack,20211011,20,2,W,Yes,46,0,-1,-2
5,6+ (11.4.1),Backpack,20211011,21,2,R,No,42,0,0,-2
5,6+ (11.4.1),Backpack,20211011,22,2,W,Yes,21,0,0,1
5,6+ (11.4.1),Backpack,20211011,23,2,W,No,41,1,1,2
5,6+ (11.4.1),Backpack,20211011,24,2,W,No,59,0,-1,-3
5,6+ (11.4.1),Backpack,20211011,25,2,W,Yes,58,2,2,3
5,6+ (11.4.1),Backpack,20211011,26,3,WL,Yes,64,0,0,1
5,6+ (11.4.1),Backpack,20211011,27,3,WL,Yes,77,0,0,-3
5,6+ (11.4.1),Backpack,20211011,28,3,WL,Yes,59,0,0,3
5,6+ (11.4.1),Backpack,20211011,29,3,WL,Yes,58,0,0,-2
5,6+ (11.4.1),Backpack,20211011,31,3,RTW,Yes,54,0,-1,-1
5,6+ (11.4.1),Backpack,20211011,32,3,RTW,Yes,49,1,1,1
5,6+ (11.4.1),Backpack,20211011,33,3,RT,Yes,39,0,0,-1
5,6+ (11.4.1),Backpack,20211011,34,3,RT,Yes,39,0,0,1
5,6+ (11.4.1),Backpack,20211011,35,3,W,Yes,139,1,1,1
5,8 (12.4.1),Trouser back R,20211011,2,2,R,No,21,0,0,1
5,8 (12.4.1),Trouser back R,20211011,3,2,R,No,20,0,0,-1
5,8 (12.4.1),Trouser back R,20211011,4,2,W,Yes,63,6,-2,-3
5,8 (12.4.1),Trouser back R,20211011,5,2,R,Yes,61,0,2,3
5,8 (12.4.1),Trouser back R,20211011,6,2,R,Yes,43,0,-2,-2
5,8 (12.4.1),Trouser back R,20211011,7,2,W,No,36,0,1,2
5,8 (12.4.1),Trouser back R,20211011,8,2,W,Yes,21,0,1,1
5,8 (12.4.1),Trouser back R,20211011,9,2,R,No,66,0,-2,-3
5,8 (12.4.1),Trouser back R,20211011,10,2,W,No,62,0,2,3
5,8 (12.4.1),Trouser back R,20211011,11,2,R,Yes,62,0,-2,-3
5,8 (12.4.1),Trouser back R,20211011,12,2,W,Yes,22,0,-1,-1
5,8 (12.4.1),Trouser back R,20211011,13,2,R,No,46,5,0,2
5,8 (12.4.1),Trouser back R,20211011,14,2,R,Yes,23,0,0,-1
5,8 (12.4.1),Trouser back R,20211011,15,2,R,No,73,0,2,3
5,8 (12.4.1),Trouser back R,20211011,16,2,W,No,20,0,0,-1
5,8 (12.4.1),Trouser back R,20211011,17,2,W,No,40,0,-2,-2
5,8 (12.4.1),Trouser back R,20211011,18,2,R,Yes,38,0,1,2
5,8 (12.4.1),Trouser back R,20211011,19,2,R,Yes,23,0,0,1
5,8 (12.4.1),Trouser back R,20211011,20,2,W,Yes,46,0,-1,-2
5,8 (12.4.1),Trouser back R,20211011,21,2,R,No,42,0,-1,-2
5,8 (12.4.1),Trouser back R,20211011,22,2,W,Yes,21,0,1,1
5,8 (12.4.1),Trouser back R,20211011,23,2,W,No,41,3,1,2
5,8 (12.4.1),Trouser back R,20211011,24,2,W,No,59,0,-2,-3
5,8 (12.4.1),Trouser back R,20211011,25,2,W,Yes,58,0,2,3
5,8 (12.4.1),Trouser back R,20211011,26,3,WL,Yes,64,0,0,1
5,8 (12.4.1),Trouser back R,20211011,27,3,WL,Yes,77,0,0,-3
5,8 (12.4.1),Trouser back R,20211011,28,3,WL,Yes,59,0,0,3
5,8 (12.4.1),Trouser back R,20211011,29,3,WL,Yes,58,0,0,-2
5,8 (12.4.1),Trouser back R,20211011,31,3,RTW,Yes,54,0,-1,-1
5,8 (12.4.1),Trouser back R,20211011,32,3,RTW,Yes,49,2,1,1
5,8 (12.4.1),Trouser back R,20211011,33,3,RT,Yes,39,0,0,-1
5,8 (12.4.1),Trouser back R,20211011,34,3,RT,Yes,39,0,0,1
5,8 (12.4.1),Trouser back R,20211011,35,3,W,Yes,139,0,1,1
5,8 (13.6),Hand L,20211011,2,2,R,No,21,0,0,1
5,8 (13.6),Hand L,20211011,3,2,R,No,20,0,0,-1
5,8 (13.6),Hand L,20211011,4,2,W,Yes,63,0,-3,-3
5,8 (13.6),Hand L,20211011,5,2,R,Yes,61,3,2,3
5,8 (13.6),Hand L,20211011,6,2,R,Yes,43,0,-2,-2
5,8 (13.6),Hand L,20211011,7,2,W,No,36,0,1,2
5,8 (13.6),Hand L,20211011,8,2,W,Yes,21,1,1,1
5,8 (13.6),Hand L,20211011,9,2,R,No,66,0,-2,-3
5,8 (13.6),Hand L,20211011,10,2,W,No,62,2,2,3
5,8 (13.6),Hand L,20211011,11,2,R,Yes,62,0,-2,-3
5,8 (13.6),Hand L,20211011,12,2,W,Yes,22,0,-1,-1
5,8 (13.6),Hand L,20211011,13,2,R,No,46,1,1,2
5,8 (13.6),Hand L,20211011,14,2,R,Yes,23,0,0,-1
5,8 (13.6),Hand L,20211011,15,2,R,No,73,2,2,3
5,8 (13.6),Hand L,20211011,16,2,W,No,20,0,0,-1
5,8 (13.6),Hand L,20211011,17,2,W,No,40,0,-2,-2
5,8 (13.6),Hand L,20211011,18,2,R,Yes,38,1,1,2
5,8 (13.6),Hand L,20211011,19,2,R,Yes,23,0,0,1
5,8 (13.6),Hand L,20211011,20,2,W,Yes,46,0,-1,-2
5,8 (13.6),Hand L,20211011,21,2,R,No,42,0,-1,-2
5,8 (13.6),Hand L,20211011,22,2,W,Yes,21,1,1,1
5,8 (13.6),Hand L,20211011,23,2,W,No,41,1,1,2
5,8 (13.6),Hand L,20211011,24,2,W,No,59,0,-2,-3
5,8 (13.6),Hand L,20211011,25,2,W,Yes,58,2,2,3
5,8 (13.6),Hand L,20211011,26,3,WL,Yes,64,0,0,1
5,8 (13.6),Hand L,20211011,27,3,WL,Yes,77,0,0,-3
5,8 (13.6),Hand L,20211011,28,3,WL,Yes,59,0,0,3
5,8 (13.6),Hand L,20211011,29,3,WL,Yes,58,0,0,-2
5,8 (13.6),Hand L,20211011,31,3,RTW,Yes,54,0,-1,-1
5,8 (13.6),Hand L,20211011,32,3,RTW,Yes,49,1,1,1
5,8 (13.6),Hand L,20211011,33,3,RT,Yes,39,0,0,-1
5,8 (13.6),Hand L,20211011,34,3,RT,Yes,39,0,0,1
5,8 (13.6),Hand L,20211011,35,3,W,Yes,139,1,1,1
7,11 (13.1.1),Backpack,20211012,2,2,R,No,18,0,-1,-1
7,11 (13.1.1),Backpack,20211012,3,2,R,No,32,0,0,-2
7,11 (13.1.1),Backpack,20211012,4,2,R,Yes,33,0,0,2
7,11 (13.1.1),Backpack,20211012,5,2,W,No,17,0,0,1
7,11 (13.1.1),Backpack,20211012,6,2,W,No,32,0,-1,-2
7,11 (13.1.1),Backpack,20211012,7,2,W,Yes,35,1,1,2
7,11 (13.1.1),Backpack,20211012,8,2,W,Yes,31,0,-1,-2
7,11 (13.1.1),Backpack,20211012,9,2,W,No,17,0,-1,-1
7,11 (13.1.1),Backpack,20211012,10,2,R,No,15,0,0,1
7,11 (13.1.1),Backpack,20211012,11,2,W,No,32,2,2,2
7,11 (13.1.1),Backpack,20211012,12,2,R,Yes,33,0,-1,-2
7,11 (13.1.1),Backpack,20211012,13,2,W,No,47,2,2,3
7,11 (13.1.1),Backpack,20211012,14,2,R,Yes,15,0,0,-1
7,11 (13.1.1),Backpack,20211012,15,2,R,Yes,53,3,0,-3
7,11 (13.1.1),Backpack,20211012,16,2,W,Yes,15,0,1,1
7,11 (13.1.1),Backpack,20211012,17,2,R,No,48,0,2,3
7,11 (13.1.1),Backpack,20211012,18,2,W,Yes,49,0,-2,-3
7,11 (13.1.1),Backpack,20211012,19,2,R,Yes,49,1,1,2
7,11 (13.1.1),Backpack,20211012,20,2,W,Yes,15,0,-1,-1
7,11 (13.1.1),Backpack,20211012,21,2,W,No,49,2,-2,-3
7,11 (13.1.1),Backpack,20211012,22,2,R,No,32,0,0,2
7,11 (13.1.1),Backpack,20211012,23,2,R,Yes,15,0,2,1
7,11 (13.1.1),Backpack,20211012,24,2,R,No,53,0,0,-3
7,11 (13.1.1),Backpack,20211012,25,2,W,Yes,48,2,2,3
7,11 (13.1.1),Backpack,20211012,26,3,WL,Yes,49,0,0,-1
7,11 (13.1.1),Backpack,20211012,27,3,WL,Yes,41,0,0,2
7,11 (13.1.1),Backpack,20211012,28,3,WL,Yes,50,0,0,-3
7,11 (13.1.1),Backpack,20211012,29,3,WL,Yes,48,0,0,1
7,11 (13.1.1),Backpack,20211012,31,3,RT,Yes,30,0,0,-1
7,11 (13.1.1),Backpack,20211012,32,3,RT,Yes,26,0,0,1
7,11 (13.1.1),Backpack,20211012,33,3,RTW,Yes,39,0,-1,-1
7,11 (13.1.1),Backpack,20211012,34,3,RTW,Yes,38,1,1,1
7,11 (13.1.1),Backpack,20211012,34,3,RTW,Yes,38,1,1,1
7,11 (13.5.1),Jacket pocket,20211012,2,2,R,No,18,0,-1,-1
7,11 (13.5.1),Jacket pocket,20211012,3,2,R,No,32,0,-1,-2
7,11 (13.5.1),Jacket pocket,20211012,4,2,R,Yes,33,0,0,2
7,11 (13.5.1),Jacket pocket,20211012,5,2,W,No,17,0,0,1
7,11 (13.5.1),Jacket pocket,20211012,6,2,W,No,32,0,-1,-2
7,11 (13.5.1),Jacket pocket,20211012,7,2,W,Yes,35,1,1,2
7,11 (13.5.1),Jacket pocket,20211012,8,2,W,Yes,31,0,-1,-2
7,11 (13.5.1),Jacket pocket,20211012,9,2,W,No,17,0,0,-1
7,11 (13.5.1),Jacket pocket,20211012,10,2,R,No,15,0,0,1
7,11 (13.5.1),Jacket pocket,20211012,11,2,W,No,32,2,2,2
7,11 (13.5.1),Jacket pocket,20211012,12,2,R,Yes,33,0,-1,-2
7,11 (13.5.1),Jacket pocket,20211012,13,2,W,No,47,2,1,3
7,11 (13.5.1),Jacket pocket,20211012,14,2,R,Yes,15,0,0,-1
7,11 (13.5.1),Jacket pocket,20211012,15,2,R,Yes,53,3,-2,-3
7,11 (13.5.1),Jacket pocket,20211012,16,2,W,Yes,15,0,1,1
7,11 (13.5.1),Jacket pocket,20211012,17,2,R,No,48,0,2,3
7,11 (13.5.1),Jacket pocket,20211012,18,2,W,Yes,49,0,-2,-3
7,11 (13.5.1),Jacket pocket,20211012,19,2,R,Yes,49,2,2,2
7,11 (13.5.1),Jacket pocket,20211012,20,2,W,Yes,15,0,-1,-1
7,11 (13.5.1),Jacket pocket,20211012,21,2,W,No,49,0,-2,-3
7,11 (13.5.1),Jacket pocket,20211012,22,2,R,No,32,3,1,2
7,11 (13.5.1),Jacket pocket,20211012,23,2,R,Yes,15,0,1,1
7,11 (13.5.1),Jacket pocket,20211012,24,2,R,No,53,0,0,-3
7,11 (13.5.1),Jacket pocket,20211012,25,2,W,Yes,48,1,1,3
7,11 (13.5.1),Jacket pocket,20211012,26,3,WL,Yes,49,0,0,-1
7,11 (13.5.1),Jacket pocket,20211012,27,3,WL,Yes,41,0,0,2
7,11 (13.5.1),Jacket pocket,20211012,28,3,WL,Yes,50,0,0,-3
7,11 (13.5.1),Jacket pocket,20211012,29,3,WL,Yes,48,0,0,1
7,11 (13.5.1),Jacket pocket,20211012,31,3,RT,Yes,30,0,0,-1
7,11 (13.5.1),Jacket pocket,20211012,32,3,RT,Yes,26,0,0,1
7,11 (13.5.1),Jacket pocket,20211012,33,3,RTW,Yes,39,0,-1,-1
7,11 (13.5.1),Jacket pocket,20211012,34,3,RTW,Yes,38,1,1,1
7,11 (13.5.1),Jacket pocket,20211012,34,3,RTW,Yes,38,1,1,1
7,6+ (11.4.1),Hand L,20211012,2,2,R,No,18,0,0,-1
7,6+ (11.4.1),Hand L,20211012,3,2,R,No,32,0,-2,-2
7,6+ (11.4.1),Hand L,20211012,4,2,R,Yes,33,1,1,2
7,6+ (11.4.1),Hand L,20211012,5,2,W,No,17,0,0,1
7,6+ (11.4.1),Hand L,20211012,6,2,W,No,32,0,0,-2
7,6+ (11.4.1),Hand L,20211012,7,2,W,Yes,35,1,1,2
7,6+ (11.4.1),Hand L,20211012,8,2,W,Yes,31,0,-1,-2
7,6+ (11.4.1),Hand L,20211012,9,2,W,No,17,0,0,-1
7,6+ (11.4.1),Hand L,20211012,10,2,R,No,15,0,0,1
7,6+ (11.4.1),Hand L,20211012,11,2,W,No,32,1,1,2
7,6+ (11.4.1),Hand L,20211012,12,2,R,Yes,33,1,-1,-2
